Date,mvrv,hash_rate,adr_act_cnt,tx_cnt
2013-03-24,4.02556381,52.8946917149168,69595,51811
2013-03-25,4.02378239,47.9305915057468,64715,47614
2013-03-26,4.15075356,50.260550815054,74037,50068
2013-03-27,4.49610198,43.6035242170336,72482,52012
2013-03-28,4.28052357,60.9117933718867,94934,61796
2013-03-29,4.30087359,57.9161314027775,81683,61081
2013-03-30,4.24924608,57.5832800728765,79925,60659
2013-03-31,4.26532297,56.2518747532724,63898,43434
2013-04-01,4.45266486,65.9045633204021,76869,52545
2013-04-02,4.75336825,60.2460907120847,90297,62511
2013-04-03,4.85046378,58.2489827326785,109240,65382
2013-04-04,4.73920513,51.259104804757,107866,65513
2013-04-05,4.71276367,55.2621661992767,99406,60816
2013-04-06,4.6145611,62.172583868616,78563,51734
2013-04-07,5.04960835,62.5540107635155,78312,63215
2013-04-08,5.33290242,59.1211687094201,112858,62215
2013-04-09,5.64074143,67.1311335023093,113921,67877
2013-04-10,3.7993504,72.8525369258016,132897,62747
2013-04-11,2.09881888,61.0283031839176,124532,67827
2013-04-12,2.84072926,65.9868528176109,102302,58476
2013-04-13,2.50198944,63.698291448214,80991,53126
2013-04-14,2.29456796,58.3583149196212,73989,56672
2013-04-15,2.11528578,62.5540107635155,100211,53610
2013-04-16,1.81094891,67.5125603972088,98394,67263
2013-04-17,2.42321708,68.652451353857,105380,56489
2013-04-18,2.78425484,65.5788571715191,85564,48902
2013-04-19,3.00006559,61.1177104251573,102489,57525
2013-04-20,3.18525555,68.7016598939724,73497,47182
2013-04-21,2.91485166,78.5161827359685,72721,44244
2013-04-22,3.07341776,68.2555452193363,90723,46971
2013-04-23,3.38292483,74.947265338879,91871,61812
2013-04-24,3.50996743,72.2705772910619,103533,65508
2013-04-25,3.16156158,76.7317240374237,89506,61207
2013-04-26,3.0583438,76.2856093627876,86571,55401
2013-04-27,2.83739563,65.5788571715191,76128,42987
2013-04-28,2.9627086,78.9622974106047,119432,42688
2013-04-29,3.11966325,77.6239533866961,88358,51922
2013-04-30,3.00006777,73.2638761425357,76703,46575
2013-05-01,2.52047369,75.6351806513814,83664,56714
2013-05-02,2.32100761,67.1199616376496,82318,54340
2013-05-03,2.10886798,68.6226473459552,82210,50991
2013-05-04,2.45598818,79.6423425401963,70341,50588
2013-05-05,2.53233335,82.6477139568075,72046,49862
2013-05-06,2.43394807,83.1486091929094,84314,52785
2013-05-07,2.41884231,84.1503996651131,111196,57354
2013-05-08,2.44959787,82.6477139568075,101126,50453
2013-05-09,2.42161822,82.1468187207056,82877,67022
2013-05-10,2.54554421,86.1539806095206,84004,67509
2013-05-11,2.486801,91.1629329705392,81104,73410
2013-05-12,2.46930854,86.304227265133,69104,64714
2013-05-13,2.5169175,96.7651557587372,82986,60566
2013-05-14,2.31657619,85.6427240623307,84579,67020
2013-05-15,2.33507149,78.4131434596665,83911,62834
2013-05-16,2.41471463,82.3059945534088,84369,61152
2013-05-17,2.50090692,89.535575156073,78514,59200
2013-05-18,2.50453812,82.8621161382291,68752,52066
2013-05-19,2.47744864,86.7549672319714,63144,47001
2013-05-20,2.48938747,71.7396844418226,72183,48652
2013-05-21,2.4741524,83.9743593078697,82257,53953
2013-05-22,2.50485148,86.7549672319714,75632,51896
2013-05-23,2.59511089,96.7651557587372,82761,59647
2013-05-24,2.69072496,93.9845478346356,83234,54659
2013-05-25,2.65472177,94.161450904981,69552,50763
2013-05-26,2.67740913,98.4763478010956,69609,40723
2013-05-27,2.59424673,106.330289650263,74785,53158
2013-05-28,2.57846403,95.4556009360313,77841,58222
2013-05-29,2.63946924,101.49709466616,79692,54168
2013-05-30,2.56977125,108.142737769301,77410,56337
2013-05-31,2.58656508,105.72614027725,75957,54306
2013-06-01,2.59949225,128.683816451739,66565,53613
2013-06-02,2.47023042,120.225725229558,66768,49967
2013-06-03,2.47098358,128.683816451739,79951,56421
2013-06-04,2.41037014,128.683816451739,78923,56427
2013-06-05,2.41605705,124.034297282977,78551,57092
2013-06-06,2.36554851,140.41259770731,73112,54281
2013-06-07,2.19162685,124.897393540757,74130,52059
2013-06-08,2.17144932,140.41259770731,57561,47330
2013-06-09,1.98865953,123.345873124101,56850,44753
2013-06-10,2.07770045,134.982276249017,61027,45143
2013-06-11,2.13557988,139.636837498983,66039,48715
2013-06-12,2.11326913,157.479322290519,64507,45916
2013-06-13,2.01619261,144.291398748949,67482,43686
2013-06-14,1.97525553,139.636837498983,74179,48983
2013-06-15,1.98785838,134.206516040689,53859,35845
2013-06-16,1.97078129,147.598828306875,49113,43150
2013-06-17,1.99247389,139.397162757821,57059,46511
2013-06-18,2.07413684,134.590364042034,63396,44976
2013-06-19,2.07549068,130.744925069405,69066,46996
2013-06-20,2.07320647,148.049400446238,69393,53645
2013-06-21,2.01650897,161.508436850441,67982,45795
2013-06-22,1.9886398,169.1993147957,58423,44378
2013-06-23,1.99397986,158.624357620969,51312,38075
2013-06-24,1.96797679,144.203961473608,65308,44521
2013-06-25,1.94416036,150.93347967571,61404,43987
2013-06-26,1.95910003,167.276595309385,66298,46920
2013-06-27,1.92349796,160.547077107284,59748,44877
2013-06-28,1.78128607,162.469796593598,69884,49996
2013-06-29,1.76821188,170.010913293504,60173,36048
2013-06-30,1.78301213,162.269499322626,49735,30124
2013-07-01,1.65189371,166.511839174198,68318,38911
2013-07-02,1.74762367,162.269499322626,64222,39542
2013-07-03,1.55181119,195.147633172309,65913,35054
2013-07-04,1.58276019,174.996518877342,60723,35320
2013-07-05,1.36137275,197.268803098095,60477,36700
2013-07-06,1.34844416,198.329388060988,55911,32727
2013-07-07,1.46501861,197.268803098095,49774,30743
2013-07-08,1.50296907,203.632312875453,63707,39175
2013-07-09,1.52222014,196.208218135202,67007,40664
2013-07-10,1.71733658,207.534003688854,65740,39510
2013-07-11,1.76516035,226.298067177263,73389,43449
2013-07-12,1.81083744,200.286795087923,79838,49231
2013-07-13,1.83583015,204.188485901324,61884,37197
2013-07-14,1.80117415,223.696939968329,46805,33438
2013-07-15,1.87663807,213.292431132593,63555,37389
2013-07-16,1.83749352,213.292431132593,67361,39999
2013-07-17,1.8238974,239.303703221934,62286,39582
2013-07-18,1.7072557,209.390740319192,62207,40944
2013-07-19,1.7344736,222.396376363862,58937,36483
2013-07-20,1.70903901,241.904830430868,53871,34103
2013-07-21,1.72424963,258.812157288939,49487,34746
2013-07-22,1.72449453,224.215671699358,60370,39744
2013-07-23,1.75049177,219.084664326799,65040,38373
2013-07-24,1.77287254,247.052919347242,65575,42718
2013-07-25,1.81143598,226.8536240547,66060,41480
2013-07-26,1.80661592,254.821879075142,63241,37751
2013-07-27,1.76941732,281.236342150005,51388,35941
2013-07-28,1.85884089,261.037046857463,50927,38638
2013-07-29,1.869772,276.574966313264,66163,40392
2013-07-30,1.93317595,306.097013279287,71863,43611
2013-07-31,1.95512089,295.220469660226,80412,48569
2013-08-01,1.92448734,275.021174367684,113593,50984
2013-08-02,1.90836477,298.328053551386,75758,52012
2013-08-03,1.88398021,290.070696755868,58781,44128
2013-08-04,1.89918712,332.726003144689,61806,43835
2013-08-05,1.91794773,351.314048013107,71751,49802
2013-08-06,1.91969225,353.172852499949,71609,54586
2013-08-07,1.90613164,345.737634552582,76654,57855
2013-08-08,1.85073304,381.054919802577,71239,56892
2013-08-09,1.81530455,362.466874934158,65764,50425
2013-08-10,1.83035886,390.348942236786,57919,50367
2013-08-11,1.84834368,401.501769157837,54441,38470
2013-08-12,1.87013093,401.501769157837,104031,50040
2013-08-13,1.90506811,365.506885446451,76972,53870
2013-08-14,1.92870802,424.333669882539,76346,50866
2013-08-15,1.90518517,429.385261190664,74632,57170
2013-08-16,1.90684121,424.333669882539,82397,71128
2013-08-17,1.92994937,479.901174271919,62108,57694
2013-08-18,1.91982911,490.00435688817,57869,56575
2013-08-19,1.98520771,447.065830769104,77962,70058
2013-08-20,2.01417621,479.901174271919,79492,62577
2013-08-21,2.12829753,495.055948196296,85074,61952
2013-08-22,2.10024403,545.571861277551,81577,65300
2013-08-23,2.06093411,495.055948196296,81517,54838
2013-08-24,2.08130944,514.206634181364,63858,51936
2013-08-25,2.15729459,493.536435944482,69624,45140
2013-08-26,2.13483001,542.563234217112,75443,55116
2013-08-27,2.23422335,552.368593871638,95082,61838
2013-08-28,2.23736392,581.784672835216,84528,65524
2013-08-29,2.23910779,617.737658235144,74770,58633
2013-08-30,2.34219842,670.03290972595,88736,61739
2013-08-31,2.39605237,728.865067653106,87612,46466
2013-09-01,2.42498554,722.328161216755,57043,46591
2013-09-02,2.39758629,702.717441907703,63738,51932
2013-09-03,2.37429811,634.079924326021,72441,52252
2013-09-04,2.2514393,667.543223035941,75781,51616
2013-09-05,2.24501895,773.542011809099,70530,61074
2013-09-06,2.16099099,799.47079432784,75818,62299
2013-09-07,2.19342788,626.612244202902,60406,50469
2013-09-08,2.15970205,678.469809240383,55602,45566
2013-09-09,2.21003514,877.257141884062,75151,58296
2013-09-10,2.22281192,825.399576846581,70346,52594
2013-09-11,2.30280245,864.292750624692,74178,48436
2013-09-12,2.28428174,920.471779415297,78649,53334
2013-09-13,2.29152617,881.578605637186,65832,44619
2013-09-14,2.22795516,951.020420564436,53427,42218
2013-09-15,2.23809743,1013.38198951784,54408,54017
2013-09-16,2.25259491,862.21451041849,70731,53238
2013-09-17,2.26165636,1002.18439847344,73646,68040
2013-09-18,2.25652894,923.801261162668,77986,58643
2013-09-19,2.19436054,1063.77114921762,80008,60342
2013-09-20,2.17030968,1119.7591044396,75867,57538
2013-09-21,2.17848848,1058.17235369542,66018,52298
2013-09-22,2.16687478,1136.55549100619,64347,51323
2013-09-23,2.16034239,1175.74705966158,80171,65141
2013-09-24,2.17210146,1186.94465070597,78410,62127
2013-09-25,2.16519894,1297.27563966709,79801,55484
2013-09-26,2.18059655,1198.45049283705,77792,56857
2013-09-27,2.21042861,1316.81597361108,77735,46171
2013-09-28,2.21128719,1309.4181310627,68961,42643
2013-09-29,2.21364079,1257.63323322407,70490,40260
2013-09-30,2.19174983,1205.84833538543,80461,46872
2013-10-01,2.21273466,1383.39655654647,91102,58336
2013-10-02,1.81680607,1412.98792673998,104703,60461
2013-10-03,2.04455417,1472.17066712699,90980,59974
2013-10-04,2.11654681,1331.61165870783,76881,50935
2013-10-05,2.10462698,1620.12751809453,65561,45100
2013-10-06,2.12014896,1519.45432564095,61903,43229
2013-10-07,2.126249,1467.83862226455,78360,45722
2013-10-08,2.13762894,1524.29395389011,75010,43999
2013-10-09,2.15267013,1674.8415048916,79805,51194
2013-10-10,2.16263506,1806.57061201791,81804,56673
2013-10-11,2.16817047,1740.70605845476,78192,51064
2013-10-12,2.174057,2013.57349464497,76060,49316
2013-10-13,2.2466238,2079.43804820812,77953,50663
2013-10-14,2.28766824,2352.30548439833,83416,57224
2013-10-15,2.37863355,2446.39770377427,86235,56110
2013-10-16,2.31116231,2315.21665452822,92582,49914
2013-10-17,2.38998533,2222.60176420815,82808,48197
2013-10-18,2.52745724,2555.32657920937,84996,58134
2013-10-19,2.71725799,2967.90534981089,96934,56808
2013-10-20,2.71537286,2648.48952740972,69040,47771
2013-10-21,2.87138391,2808.1974386103,97064,60385
2013-10-22,2.97641992,3260.70318701196,110677,64705
2013-10-23,3.12646993,2941.28736461079,108316,55738
2013-10-24,2.94581752,2861.4334090105,111952,62908
2013-10-25,2.72008931,3127.61326101147,100894,57306
2013-10-26,2.63011758,3408.23009035624,72893,47337
2013-10-27,2.83044183,3478.53840366574,66108,43681
2013-10-28,2.84330802,3400.80570190785,86585,50915
2013-10-29,2.92026025,3109.30807031575,86798,50035
2013-10-30,2.81514522,3789.46921069732,96056,48900
2013-10-31,2.87412323,4100.4000177289,95791,56611
2013-11-01,2.85280581,4042.10049141048,86825,44891
2013-11-02,2.86731813,3925.50143877364,78835,39677
2013-11-03,2.92760426,3731.1696843789,81991,34787
2013-11-04,3.1028572,3789.46921069732,102736,46469
2013-11-05,3.23550814,3596.12259203618,118752,52113
2013-11-06,3.44238515,4139.94817128837,133026,55598
2013-11-07,3.65033333,3657.37752555537,129067,59323
2013-11-08,4.05004446,3403.39297516958,131772,59787
2013-11-09,3.9318261,3758.97134570968,129648,54988
2013-11-10,3.83414476,4343.13581159701,114440,56423
2013-11-11,3.93601752,4749.51109221428,115536,56797
2013-11-12,3.97746675,5105.08946275439,116498,58112
2013-11-13,4.2842717,4266.94044648127,125199,65821
2013-11-14,4.37591685,4647.91727205996,132404,69027
2013-11-15,4.19286144,4216.14353640411,119399,60207
2013-11-16,4.38705732,4927.30027748433,103125,46401
2013-11-17,4.73725385,5042.5537025376,109082,52361
2013-11-18,5.88406778,4726.41754288692,171380,82186
2013-11-19,4.73213355,4877.90528464612,205240,90607
2013-11-20,4.91891962,4968.79792970164,161122,75413
2013-11-21,5.68827806,4544.63225277589,192640,73091
2013-11-22,5.68433725,5211.17831651635,168639,77157
2013-11-23,5.59412815,5150.58321981267,146167,70791
2013-11-24,5.296892,5089.98812310899,123964,60636
2013-11-25,5.13246251,5241.47586486819,143350,71456
2013-11-26,5.08521124,4817.31018794244,187706,87387
2013-11-27,5.07240404,5241.47586486819,192515,92612
2013-11-28,5.00804872,5483.8562516829,201832,98832
2013-11-29,5.25316203,5480.00336357551,188994,89638
2013-11-30,5.06423911,6189.12034201531,163385,73916
2013-12-01,4.31245878,6857.26401530105,164939,72087
2013-12-02,4.55216972,5591.30758170701,179818,76173
2013-12-03,4.5167953,7033.09129774466,173471,76685
2013-12-04,4.71817918,6013.29305957169,186429,80693
2013-12-05,4.1962207,5978.12760308297,185882,84082
2013-12-06,3.37225697,7314.41494965444,165974,70222
2013-12-07,2.86818513,6857.26401530105,148012,65963
2013-12-08,3.17322401,6857.26401530105,115670,47735
2013-12-09,3.60228356,6189.12034201531,156514,63552
2013-12-10,3.88194448,7450.99133192782,157623,69013
2013-12-11,3.43846013,7450.47043785842,151130,66722
2013-12-12,3.41655496,7360.16170527832,129116,56680
2013-12-13,3.40755236,7856.85973446887,146944,61005
2013-12-14,3.3146272,8940.56452543008,147850,53014
2013-12-15,3.34036895,7992.32283333902,141277,52714
2013-12-16,2.62754698,9076.02762430024,180233,69955
2013-12-17,2.64569174,9166.33635688034,156115,66328
2013-12-18,2.04906035,8985.71889172013,181410,81215
2013-12-19,2.65997338,10204.8867815515,157818,70022
2013-12-20,2.33082877,8037.47719962908,158569,67421
2013-12-21,2.28074868,8611.26774435102,124307,54866
2013-12-22,2.38571042,9920.97776573908,124146,52236
2013-12-23,2.54494127,10038.3857866354,151062,53612
2013-12-24,2.46859013,9920.97776573908,132367,55951
2013-12-25,2.56119713,9510.04969260196,127600,54394
2013-12-26,2.81662728,10566.7218806688,124049,52162
2013-12-27,2.69881739,10801.5379224615,128876,53496
2013-12-28,2.67127051,8805.60156722404,112555,46692
2013-12-29,2.70995202,9862.27375529092,129208,51159
2013-12-30,2.73973508,10155.7938075317,152090,54952
2013-12-31,2.71424112,10801.5379224615,118420,48534
2014-01-01,2.79859382,12034.3221418728,96516,42383
2014-01-02,2.90688604,9425.136247148,138928,55196
2014-01-03,2.97276592,11352.6079123221,143832,61335
2014-01-04,3.00082617,9942.34605985975,116229,51901
2014-01-05,3.23751863,13609.0268762619,134802,57487
2014-01-06,3.25855458,13115.4352279001,179999,68483
2014-01-07,2.85648041,12480.817394292,141665,62183
2014-01-08,2.89105715,13609.0268762619,146348,60865
2014-01-09,2.91922133,14596.2101729856,134908,59047
2014-01-10,2.98942387,13185.9483205232,128371,54712
2014-01-11,3.08800818,14807.7494508549,130495,55926
2014-01-12,2.92251348,14596.2101729856,115119,49258
2014-01-13,2.83904175,14628.2406711142,153853,54504
2014-01-14,2.80186801,14411.3355551816,129226,55869
2014-01-15,2.87183201,16368.4305071198,135647,62751
2014-01-16,2.77584537,16457.3893685716,130689,55602
2014-01-17,2.69438096,13521.7469406642,128915,59146
2014-01-18,2.74847429,15478.8418926025,106009,51185
2014-01-19,2.83776277,15034.0475853438,108623,47424
2014-01-20,2.79830469,17346.977983089,180527,63512
2014-01-21,2.77609902,14767.1710009886,160288,73070
2014-01-22,2.75067841,17080.1013987337,150333,64796
2014-01-23,2.72035724,15745.7184769577,149895,62655
2014-01-24,2.61463948,18340.6657996556,144338,66566
2014-01-25,2.68630023,17994.3669102041,125411,52913
2014-01-26,2.7159709,16576.6289112183,125376,53290
2014-01-27,2.47713004,18975.8778325788,171032,64355
2014-01-28,2.62930512,16794.7424495238,158602,66013
2014-01-29,2.63373693,16576.6289112183,142119,59521
2014-01-30,2.64884556,19193.9913708843,151474,60940
2014-01-31,2.65797129,20066.4455241063,146489,58927
2014-02-01,2.67963991,20611.7293698701,138630,55715
2014-02-02,2.68024654,20284.5590624119,132242,51119
2014-02-03,2.65176796,19739.2752166481,175731,59417
2014-02-04,2.627458,18757.7642942733,166548,68066
2014-02-05,2.49283475,20723.2339086288,156535,67380
2014-02-06,2.4248508,23716.5514349681,162066,69722
2014-02-07,2.26379227,20198.1619363739,169400,72424
2014-02-08,2.15811443,23716.5514349681,144461,63163
2014-02-09,2.18797536,17982.8796594812,130842,57564
2014-02-10,2.1809637,20328.472658544,170337,65855
2014-02-11,2.13932234,21370.9584359053,155297,67222
2014-02-12,2.08400611,23195.3085462874,212833,60833
2014-02-13,1.95543342,23195.3085462874,167617,69166
2014-02-14,2.12998114,24889.3479344994,175329,73697
2014-02-15,2.08368328,24368.1050458188,151828,61457
2014-02-16,1.98508729,25486.3744356631,135691,57435
2014-02-17,2.01155832,24113.6485813296,173737,61436
2014-02-18,1.99849686,25358.2239919788,154278,64161
2014-02-19,1.9894402,31114.3852662318,181354,72495
2014-02-20,1.80129677,27536.2309606151,179241,68604
2014-02-21,1.85383269,23646.9328023361,180043,70573
2014-02-22,1.93944631,28002.9467396085,152477,57544
2014-02-23,1.94857991,26136.0836236346,162703,59341
2014-02-24,1.7420652,29714.2379292513,217723,74409
2014-02-25,1.72827883,25047.0801393165,209042,79446
2014-02-26,1.89989181,28625.2344449332,198825,72156
2014-02-27,1.89448535,29247.5221502578,186867,72340
2014-02-28,1.78120748,31125.9783969294,202531,71210
2014-03-01,1.83532329,27314.0148774629,174849,61950
2014-03-02,1.80787101,26555.2922419778,161296,57645
2014-03-03,2.18083347,28072.737512948,239106,81290
2014-03-04,2.17294282,28262.4181718192,230183,83167
2014-03-05,2.15549405,29590.1827839181,204980,72579
2014-03-06,2.14266138,32814.7539847296,191203,69266
2014-03-07,1.96402906,31486.9893726308,181365,72245
2014-03-08,1.93041869,31866.3506903733,171767,64794
2014-03-09,1.95221351,33952.8379379573,172480,61341
2014-03-10,1.9107893,28262.4181718192,209703,71589
2014-03-11,1.92512349,31866.3506903733,192707,76932
2014-03-12,1.92370225,34521.8799145711,201998,75743
2014-03-13,1.94782915,34076.0838232155,198172,73111
2014-03-14,1.90343662,28100.1706779259,185902,69334
2014-03-15,1.92641386,34861.1139989306,146037,60354
2014-03-16,1.91927821,36128.7908716189,141737,59542
2014-03-17,1.88442201,34015.996083805,187013,64647
2014-03-18,1.85742156,30846.803902084,145860,55702
2014-03-19,1.84533875,33804.7166050236,162108,72825
2014-03-20,1.77477734,37396.4677443073,170768,72682
2014-03-21,1.71786219,39297.9830533399,185393,70606
2014-03-22,1.7024792,35917.5113928376,171832,67390
2014-03-23,1.68536505,45213.808459219,149492,58394
2014-03-24,1.76264446,40096.6711219624,189786,69060
2014-03-25,1.75724218,39076.1052123166,171509,73053
2014-03-26,1.74314104,39573.8899920914,166155,67123
2014-03-27,1.4579435,43058.3834505145,186843,73681
2014-03-28,1.50668923,43307.2758404019,178365,64037
2014-03-29,1.47991892,43556.1682302893,146650,54656
2014-03-30,1.38999605,34844.9345842314,164718,54831
2014-03-31,1.38223661,44800.6301797261,172497,65788
2014-04-01,1.45469684,42560.5986707398,180851,65002
2014-04-02,1.33564877,49031.8008078114,176078,65082
2014-04-03,1.36778873,50774.047537023,173295,67888
2014-04-04,1.36964635,48534.0160280367,177264,64956
2014-04-05,1.41084013,47539.4746363803,151868,54863
2014-04-06,1.40141439,45936.198326456,185666,50897
2014-04-07,1.37167544,45936.198326456,159482,66490
2014-04-08,1.38533994,40764.5733493053,166019,66995
2014-04-09,1.35469234,48978.3306659564,176284,64373
2014-04-10,1.1286601,47153.0512622562,185474,69256
2014-04-11,1.30082437,51412.0365375568,166924,64123
2014-04-12,1.30827456,48978.3306659564,131975,47751
2014-04-13,1.28401659,56887.8747486575,172422,50628
2014-04-14,1.42132931,58713.1541523577,183076,69890
2014-04-15,1.60547388,55366.8085789073,201397,73776
2014-04-16,1.62848084,48369.9041980563,182765,68176
2014-04-17,1.53010414,53376.5546672988,159399,66046
2014-04-18,1.48000554,55507.2239702395,147495,55995
2014-04-19,1.54481447,55160.3038204255,140534,53001
2014-04-20,1.53703688,61751.7866668914,162905,48228
2014-04-21,1.52622244,59323.3456181934,146354,60964
2014-04-22,1.50076937,53425.7030713555,179152,75836
2014-04-23,1.5016104,57241.8247193095,159425,75715
2014-04-24,1.53947611,52384.9426219135,162087,70139
2014-04-25,1.42807837,63139.4672661473,180567,73487
2014-04-26,1.4063299,56547.9844196815,132791,50499
2014-04-27,1.34395279,61404.8665170774,170979,52823
2014-04-28,1.35421878,52731.8627717276,168952,64986
2014-04-29,1.37364362,59983.8153155768,168752,64537
2014-04-30,1.37742743,54488.3950277099,166313,63995
2014-05-01,1.41200262,69999.6899626057,154174,59587
2014-05-02,1.38757157,64033.8072953381,143085,60396
2014-05-03,1.34737725,56477.0225834658,116433,53815
2014-05-04,1.34079342,60056.5521838263,159490,54062
2014-05-05,1.32836701,49715.6888938959,144154,64714
2014-05-06,1.32260352,77158.7491633268,166298,76114
2014-05-07,1.36002582,63238.3562730357,162643,70058
2014-05-08,1.35471389,66420.1603622451,165833,68496
2014-05-09,1.39224562,67613.3368956986,161587,66448
2014-05-10,1.4045981,71192.8664960592,134895,56457
2014-05-11,1.3505933,60454.2776949775,166228,53956
2014-05-12,1.3576711,68363.1186819926,155388,73765
2014-05-13,1.35114784,71297.1253229566,147074,67817
2014-05-14,1.36967388,66015.8567805154,159121,69339
2014-05-15,1.37634402,75258.0767297874,176226,74735
2014-05-16,1.38233452,79659.1338484884,156212,65511
2014-05-17,1.38379554,76138.2881535276,150165,53789
2014-05-18,1.37668474,75698.1824416575,177463,51089
2014-05-19,1.37835145,73937.7595941772,181571,61672
2014-05-20,1.50867507,77898.711001008,192586,71852
2014-05-21,1.51856262,77018.4995772678,157311,69798
2014-05-22,1.61686251,75698.1824416575,162838,72411
2014-05-23,1.60608676,72617.4424585669,177498,74305
2014-05-24,1.61622687,73989.0541480983,123811,51548
2014-05-25,1.7510962,83680.823428221,187419,57626
2014-05-26,1.78420425,82121.5534264529,167687,65293
2014-05-27,1.7360648,70686.9067468202,182860,69953
2014-05-28,1.74983943,87838.8767662692,183061,72168
2014-05-29,1.72220405,73285.6900831003,169110,63818
2014-05-30,1.86223265,86799.3634317572,153948,65812
2014-05-31,1.87963895,76404.2300866365,144272,51139
2014-06-01,1.88300736,90957.4167698054,192380,55721
2014-06-02,1.97543263,100313.036780414,175430,64830
2014-06-03,1.99693718,92516.6867715735,185339,68434
2014-06-04,1.90998921,94075.9567733416,172746,66528
2014-06-05,1.95863649,80296.3073918768,182268,65823
2014-06-06,1.92408683,81234.569832861,173007,61731
2014-06-07,1.94195206,90585.3116841256,143378,52993
2014-06-08,1.94276934,79481.3057357488,172332,47064
2014-06-09,1.91093556,91169.7330498296,162353,58213
2014-06-10,1.91468487,97598.3680725741,182372,65062
2014-06-11,1.8557786,85325.5193927892,173422,62177
2014-06-12,1.71579412,100520.474901094,172729,63429
2014-06-13,1.72900225,95260.6826097579,173708,64953
2014-06-14,1.6672379,104027.003095318,149660,53486
2014-06-15,1.70763012,111040.059483767,177382,54739
2014-06-16,1.70895309,109871.216752359,177312,67803
2014-06-17,1.76144005,107533.531289543,184074,69331
2014-06-18,1.75639628,103872.344332371,165353,63028
2014-06-19,1.72175665,111761.157396392,158405,62474
2014-06-20,1.70893923,124476.49865706,155204,57135
2014-06-21,1.71186032,124476.49865706,152595,51083
2014-06-22,1.73072722,120461.127732638,185446,50597
2014-06-23,1.70033791,117784.213783024,162950,60115
2014-06-24,1.67166269,125814.955631867,174440,64075
2014-06-25,1.62093285,125145.727144463,174070,64056
2014-06-26,1.67219737,114438.071346006,158966,61079
2014-06-27,1.72780213,131838.012018499,166577,62724
2014-06-28,1.70918053,121799.584707445,144471,54720
2014-06-29,1.72411286,121250.583447258,175850,50174
2014-06-30,1.82938369,110358.632936103,181598,69802
2014-07-01,1.83761917,111194.683185619,185615,69748
2014-07-02,1.85565119,114538.884183682,179686,65850
2014-07-03,1.83854971,116210.984682714,158572,61838
2014-07-04,1.79270708,138784.341419644,144187,59708
2014-07-05,1.79121232,127079.637926421,126478,48881
2014-07-06,1.80217443,118719.135431262,184532,52464
2014-07-07,1.76756914,125407.53742739,189077,65833
2014-07-08,1.77273738,125407.53742739,211510,69343
2014-07-09,1.76136723,138784.341419644,187251,69653
2014-07-10,1.74495565,124571.487177874,167058,62823
2014-07-11,1.79446067,130423.838924485,169606,58631
2014-07-12,1.80030291,131517.316592705,156338,53816
2014-07-13,1.77957268,137886.878621816,185975,51752
2014-07-14,1.74898486,116342.053837157,164790,63947
2014-07-15,1.75571279,137025.08563043,176650,71208
2014-07-16,1.73946637,124098.190759634,168305,65933
2014-07-17,1.76036866,148228.394518452,173954,65617
2014-07-18,1.77738508,148228.394518452,168626,63793
2014-07-19,1.77274463,152537.359475384,148917,58470
2014-07-20,1.76080313,133577.913664884,190961,53542
2014-07-21,1.74762284,133577.913664884,161778,63367
2014-07-22,1.74270129,122374.604776862,169127,67264
2014-07-23,1.74066345,125821.776742407,174755,65840
2014-07-24,1.69279908,123236.397768248,176149,65859
2014-07-25,1.68863136,141655.467292385,177347,62203
2014-07-26,1.66914747,124806.737276296,140817,56869
2014-07-27,1.65995112,142503.2149498,182563,51250
2014-07-28,1.64850401,139709.03426451,174637,64903
2014-07-29,1.63937643,138777.640702747,170530,62541
2014-07-30,1.58077127,160199.692623305,180476,65495
2014-07-31,1.63310806,143434.608511564,177455,69650
2014-08-01,1.67172212,146228.789196854,172169,66047
2014-08-02,1.65218507,151817.150567434,141630,55208
2014-08-03,1.64362281,143434.608511564,176087,54294
2014-08-04,1.64417187,119218.375905715,172824,67849
2014-08-05,1.61859835,125738.130838059,203179,74637
2014-08-06,1.61916711,152748.544129197,196452,77201
2014-08-07,1.62893008,149022.969882144,178997,69305
2014-08-08,1.63661291,153677.347167073,173005,67797
2014-08-09,1.63562717,178499.415531386,152677,61115
2014-08-10,1.63601768,173595.585434369,202330,58924
2014-08-11,1.59181557,178499.415531386,190879,73128
2014-08-12,1.57747585,170653.28737616,204689,78838
2014-08-13,1.52247712,142211.072813467,195738,75082
2014-08-14,1.40529956,176537.883492579,202135,80916
2014-08-15,1.39272818,161826.393201531,200423,73530
2014-08-16,1.4519714,154961.031065708,173929,65307
2014-08-17,1.38521881,166730.223298547,201320,60043
2014-08-18,1.30849176,194191.671841837,193767,72355
2014-08-19,1.35854035,189172.925205021,187448,74860
2014-08-20,1.43685004,200319.92108908,186763,72909
2014-08-21,1.44883851,195578.621181646,193528,73090
2014-08-22,1.43998218,186096.021366778,182975,66760
2014-08-23,1.38794257,192022.646251071,151274,57747
2014-08-24,1.41936719,173057.446621335,208310,57066
2014-08-25,1.40049218,162389.521829609,181249,69534
2014-08-26,1.4286897,205061.220996514,188274,72342
2014-08-27,1.42412594,200319.92108908,189509,75503
2014-08-28,1.41962708,205061.220996514,191762,67833
2014-08-29,1.4275503,201505.246065938,165055,67775
2014-08-30,1.40634187,215729.14578824,167970,61204
